INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Gallaudet Univ.,Washington,DC,0.0,0.0,0.0,0,430.0,445.0,0.0,1001.0,0.5614,0.1239,0.1459,0.043,0.002,0.003,0.033,0.0819,0.006,0.05,1,0.5278,0.38799999999999996,0.2451,26000,17750
George Washington Univ.,Washington,DC,0.0,0.0,0.0,0,640.0,655.0,0.0,10433.0,0.5835,0.0628,0.077,0.0995,0.0015,0.0011,0.0355,0.0945,0.0447,0.0666,1,0.142,0.4003,0.0783,65400,25350
Georgetown Univ.,Washington,DC,0.0,0.0,0.0,1,710.0,710.0,0.0,7211.0,0.5813,0.0618,0.0784,0.096,0.0007,0.0004,0.0413,0.1186,0.0215,0.0291,1,0.1298,0.2723,0.0597,84000,17000
Howard Univ.,Washington,DC,1.0,0.0,0.0,0,555.0,550.0,0.0,6961.0,0.0144,0.9106,0.0037,0.0154,0.0115,0.0024,0.0,0.0419,0.0,0.0649,1,0.4831,0.6846,0.086,46000,27000
Medtech Institute,Falls Church,VA,0.0,0.0,0.0,0,,,0.0,1371.0,0.0146,0.4559,0.4544,0.0255,0.0058,0.0,0.0372,0.0,0.0066,0.0,1,0.7097,0.4198,0.2039,26300,9236
Strayer Univ.-District of Columbia,Washington,DC,0.0,0.0,0.0,0,,,0.0,774.0,0.0452,0.7894,0.0698,0.0168,0.0065,0.0,0.0142,0.0194,0.0388,0.863,1,0.4227,0.5617,0.8618,49200,36173.5
National Conservatory of Dramatic Arts,Washington,DC,0.0,0.0,0.0,0,,,0.0,39.0,0.4615,0.359,0.1282,0.0256,0.0,0.0,0.0,0.0,0.0256,0.0,1,0.4054,0.7297,0.3243,PrivacySuppressed,PrivacySuppressed
Trinity Washington Univ.,Washington,DC,0.0,0.0,1.0,1,,,0.0,1665.0,0.0186,0.6997,0.16399999999999998,0.009000000000000001,0.0042,0.0024,0.0156,0.0048,0.0817,0.3369,1,0.6627,0.8106,0.3918,40700,31000
Wesley Theological Seminary,Washington,DC,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Wyotech-Daytona,Ormond Beach,FL,0.0,0.0,0.0,0,,,0.0,400.0,0.835,0.07,0.0375,0.0025,0.0125,0.0025,0.0325,0.0,0.0075,0.0,1,0.6402,0.6978,0.598,31800,11600
The Art Institute of Fort Lauderdale,Fort Lauderdale,FL,0.0,0.0,0.0,0,,,0.0,1514.0,0.1843,0.1737,0.3534,0.0119,0.0013,0.0007,0.0007,0.0007,0.2734,0.3692,1,0.6263,0.7942,0.4132,28800,29983
Atlantic Technical College,Coconut Creek,FL,0.0,0.0,0.0,0,,,0.0,2599.0,0.3859,0.3394,0.2339,0.0215,0.0054,0.0015,0.0123,0.0,0.0,0.0,1,0.1363,0.0,0.5044,31900,PrivacySuppressed
The Baptist College of Florida,Graceville,FL,0.0,0.0,0.0,1,545.0,465.0,0.0,454.0,0.7996,0.0639,0.0441,0.0044,0.0066,0.0,0.0308,0.0,0.0507,0.2291,1,0.5878,0.5602,0.3531,30800,20052
Barry Univ.,Miami,FL,0.0,0.0,0.0,1,470.0,462.0,0.0,3913.0,0.2004,0.3177,0.2867,0.0153,0.0038,0.0015,0.0164,0.0741,0.0841,0.1518,1,0.5045,0.6733,0.4361,44100,28250
Gooding Institute of Nurse Anesthesia,Panama City,FL,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,0,,,,,PrivacySuppressed
Bethune-Cookman Univ.,Daytona Beach,FL,1.0,0.0,0.0,1,405.0,395.0,0.0,3897.0,0.019,0.8891,0.0277,0.0021,0.001,0.0018,0.0198,0.0205,0.019,0.0523,1,0.7758,0.8867,0.0647,29400,36250
Lynn Univ.,Boca Raton,FL,0.0,0.0,0.0,0,490.0,483.0,0.0,1911.0,0.4322,0.0905,0.1381,0.0136,0.0058,0.0016,0.0078,0.2302,0.0801,0.0518,1,0.1849,0.2784,0.1064,37700,18833
GUTI The Premier Beauty & Wellness Academy,Bradenton,FL,0.0,0.0,0.0,0,,,0.0,80.0,0.475,0.125,0.375,0.0,0.0,0.0,0.0,0.025,0.0,0.0,1,0.5683,0.38799999999999996,0.4961,16000,7500
Bradford-Union Technical Center,Starke,FL,0.0,0.0,0.0,0,,,0.0,121.0,0.7521,0.1901,0.0331,0.0,0.0,0.0,0.0248,0.0,0.0,0.5124,1,0.376,0.0,0.55,PrivacySuppressed,PrivacySuppressed
Eastern Florida State College,Cocoa,FL,0.0,0.0,0.0,0,,,0.0,12454.0,0.6742,0.1254,0.1145,0.0198,0.0054,0.0033,0.0353,0.0071,0.0149,0.5873,1,0.3916,0.2134,0.3439,28100,8250
Broward College,Fort Lauderdale,FL,0.0,0.0,0.0,0,,,0.0,39175.0,0.1946,0.3453,0.3444,0.0272,0.0019,0.0029,0.0164,0.0311,0.0362,0.691,1,0.5362,0.1509,0.3695,32900,6301.5
Fortis College-Winter Park,Winter Park,FL,0.0,0.0,0.0,0,,,0.0,14.0,0.2143,0.3571,0.0714,0.0,0.0,0.0,0.0,0.0,0.3571,0.0,1,0.1864,0.1356,0.5593,21200,16500
Carlos Albizu Univ.-Miami,Miami,FL,0.0,0.0,0.0,0,,,0.0,262.0,0.0191,0.0191,0.9084,0.0,0.0038,0.0,0.0,0.0191,0.0305,0.5115,1,0.585,0.7755,0.6701,29100,25000
College of Central Florida,Ocala,FL,0.0,0.0,0.0,0,,,0.0,6937.0,0.618,0.1564,0.1371,0.0138,0.0036,0.0027,0.0,0.013000000000000001,0.0554,0.6007,1,0.5455,0.4222,0.4019,29900,9000
Johnson Univ. Florida,Kissimmee,FL,0.0,0.0,0.0,1,480.0,470.0,0.0,220.0,0.7,0.1136,0.1545,0.0091,0.0,0.0,0.0045,0.0045,0.0136,0.1636,1,0.6689,0.7384,0.2185,26300,20199
Univ. of Central Florida,Orlando,FL,0.0,0.0,0.0,0,590.0,595.0,0.0,52280.0,0.5519,0.1088,0.2303,0.0559,0.002,0.0023,0.0322,0.01,0.0067,0.3043,1,0.3814,0.45,0.2083,42900,18350
Charlotte Technical Center,Port Charlotte,FL,0.0,0.0,0.0,0,,,0.0,204.0,0.7206,0.1029,0.1078,0.0,0.0049,0.0,0.0637,0.0,0.0,0.0,1,0.2081,0.0,0.3929,22600,PrivacySuppressed
Chipola College,Marianna,FL,0.0,0.0,0.0,0,,,0.0,1565.0,0.7438,0.1776,0.0396,0.0058,0.0058,0.0006,0.0236,0.0,0.0032,0.462,1,0.4255,0.0,0.2588,28700,4500
Clearwater Christian College,Clearwater,FL,0.0,0.0,0.0,1,495.0,485.0,0.0,409.0,0.7482,0.066,0.1296,0.022000000000000002,0.0,0.0024,0.0196,0.0122,0.0,0.0367,0,0.4757,0.5437,0.0343,36900,20250
Lorenzo Walker Technical College,Naples,FL,0.0,0.0,0.0,0,,,0.0,679.0,0.3432,0.1311,0.5037,0.0088,0.0044,0.0,0.0088,0.0,0.0,0.4006,1,0.2653,0.0,0.2345,31700,PrivacySuppressed
Daytona State College,Daytona Beach,FL,0.0,0.0,0.0,0,,,0.0,11815.0,0.6783,0.1326,0.1309,0.0201,0.0039,0.0019,0.017,0.0029,0.0124,0.5871,1,0.4965,0.2862,0.4128,27600,8069.5
South Univ.-West Palm Beach,Royal Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,942.0,0.2558,0.4448,0.2187,0.0382,0.0032,0.0053,0.0,0.0,0.034,0.17300000000000001,1,0.6965,0.8014,0.6567,28800,25167
Eckerd College,Saint Petersburg,FL,0.0,0.0,0.0,1,570.0,555.0,0.0,2062.0,0.7711,0.049,0.079,0.017,0.0034,0.0019,0.0291,0.0388,0.0107,0.0849,1,0.2307,0.6836,0.1859,40700,27000
Florida SouthWestern State College,Fort Myers,FL,0.0,0.0,0.0,0,,,0.0,12620.0,0.517,0.1244,0.2665,0.0166,0.0036,0.0017,0.0163,0.021,0.0328,0.6246,1,0.4093,0.4803,0.35600000000000004,32500,9000
Edward Waters College,Jacksonville,FL,1.0,0.0,0.0,1,420.0,405.0,0.0,927.0,0.0367,0.8803,0.0302,0.0011,0.0,0.0022,0.027999999999999997,0.0,0.0216,0.0388,1,0.9501,0.8306,0.1961,23900,PrivacySuppressed
Embry-Riddle Aeronautical Univ.-Daytona Beach,Daytona Beach,FL,0.0,0.0,0.0,0,,,0.0,4954.0,0.5301,0.0561,0.0565,0.0442,0.004,0.002,0.0648,0.1484,0.0939,0.063,1,0.2884,0.5238,0.1423,61500,24411
Florida Agricultural and Mechanical Univ.,Tallahassee,FL,1.0,0.0,0.0,0,477.0,465.0,0.0,7995.0,0.0329,0.9368,0.0121,0.0078,0.0013,0.0001,0.0019,0.0071,0.0,0.1011,1,0.6091,0.6897,0.1072,35400,27750
Florida Atlantic Univ.,Boca Raton,FL,0.0,0.0,0.0,0,525.0,525.0,0.0,24228.0,0.4477,0.1965,0.2552,0.0395,0.002,0.0013,0.033,0.016,0.0088,0.3735,1,0.3945,0.3986,0.2812,40700,16836
Florida State College at Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,22539.0,0.4862,0.2609,0.0696,0.0346,0.0032,0.0054,0.022000000000000002,0.0085,0.1098,0.6757,1,0.3859,0.4962,0.4543,31300,9000
Flagler College-St Augustine,Saint Augustine,FL,0.0,0.0,0.0,0,535.0,515.0,0.0,2767.0,0.7387,0.0372,0.0965,0.0105,0.0029,0.0004,0.0304,0.0372,0.0463,0.0304,1,0.304,0.5999,0.1011,36900,23677.5
Florida College,Temple Terrace,FL,0.0,0.0,0.0,0,530.0,525.0,0.0,555.0,0.8126,0.0505,0.0378,0.0072,0.0144,0.0054,0.0541,0.0162,0.0018,0.0396,1,0.3387,0.6362,0.0448,38200,13000
Concorde Career Institute-Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,652.0,0.3528,0.4095,0.0491,0.0322,0.0092,0.0107,0.0767,0.0,0.0598,0.0,1,0.3979,0.4515,0.6857,20100,9500
Concorde Career Institute-Miramar,Miramar,FL,0.0,0.0,0.0,0,,,0.0,640.0,0.0813,0.5047,0.3031,0.0266,0.0172,0.0031,0.0328,0.0,0.0313,0.0,1,0.4654,0.54,0.4823,22500,9500
Concorde Career Institute-Tampa,Tampa,FL,0.0,0.0,0.0,0,,,0.0,411.0,0.2579,0.2409,0.3552,0.0195,0.0024,0.0,0.055999999999999994,0.0,0.0681,0.0,1,0.3782,0.4475,0.6542,23000,9500
Adventist Univ. of Health Sciences,Orlando,FL,0.0,0.0,0.0,1,473.0,453.0,0.0,1870.0,0.4551,0.1428,0.2193,0.0636,0.0032,0.0075,0.0166,0.0037,0.0882,0.6471,1,0.3412,0.5815,0.6056,50100,22702
Florida Institute of Technology,Melbourne,FL,0.0,0.0,0.0,0,560.0,595.0,0.0,3348.0,0.4023,0.0582,0.0663,0.0254,0.0036,0.0045,0.0167,0.3292,0.0938,0.0367,1,0.2306,0.4133,0.0866,55200,26987.5
Florida Institute of Ultrasound Inc,Pensacola,FL,0.0,0.0,0.0,0,,,0.0,52.0,0.8462,0.0577,0.0,0.0577,0.0,0.0385,0.0,0.0,0.0,0.0,1,0.3922,0.7549,0.5588,46100,PrivacySuppressed
Florida International Univ.,Miami,FL,0.0,0.0,0.0,0,545.0,535.0,0.0,39102.0,0.0952,0.1215,0.6709999999999999,0.0263,0.0007,0.0013,0.0228,0.0521,0.0092,0.35200000000000004,1,0.5642,0.4628,0.2698,43700,17250
Florida Keys Comm. College,Key West,FL,0.0,0.0,0.0,0,,,0.0,833.0,0.6891,0.0804,0.0348,0.0168,0.0048,0.0048,0.0168,0.0036,0.1489,0.557,1,0.324,0.1396,0.3872,29100,9073
Florida Memorial Univ.,Miami Gardens,FL,1.0,0.0,0.0,1,,,0.0,1478.0,0.0047,0.7233,0.0433,0.002,0.0,0.0,0.0068,0.1252,0.0947,0.044000000000000004,1,0.7594,0.7739,0.1938,26200,44000
Florida Career College-Miami,Miami,FL,0.0,0.0,0.0,0,,,0.0,6227.0,0.1357,0.4912,0.335,0.0085,0.0032,0.0021,0.0109,0.0002,0.0132,0.0,1,0.7490000000000001,0.6755,0.6511,30100,9500
Florida School of Massage,Gainesville,FL,0.0,0.0,0.0,0,,,0.0,81.0,0.8025,0.0864,0.0864,0.0123,0.0,0.0123,0.0,0.0,0.0,0.0,1,0.5838,0.736,0.6143,,7073
Florida Southern College,Lakeland,FL,0.0,0.0,0.0,1,570.0,560.0,0.0,2352.0,0.7232,0.0595,0.1029,0.0162,0.0051,0.0017,0.034,0.0493,0.0081,0.0978,1,0.3315,0.6799,0.1291,38500,24873
Florida State Univ.,Tallahassee,FL,0.0,0.0,0.0,0,605.0,600.0,0.0,32432.0,0.6576,0.0811,0.1797,0.0243,0.0027,0.0015,0.028999999999999998,0.0109,0.0133,0.1079,1,0.3321,0.4659,0.0681,44000,20887
Florida Technical College,Orlando,FL,0.0,0.0,0.0,0,,,0.0,2977.0,0.2378,0.2062,0.5072,0.0034,0.006,0.0007,0.0269,0.0,0.0118,0.0,1,0.7799,0.75,0.6067,25000,12270
Univ. of Southernmost Florida,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,164.0,0.0183,0.1341,0.8354,0.0061,0.0061,0.0,0.0,0.0,0.0,0.0,0,0.537,0.8148,0.8384,30700,13920.5
Univ. of Florida,Gainesville,FL,0.0,0.0,0.0,0,625.0,640.0,0.0,31879.0,0.5783,0.0666,0.2003,0.0775,0.0025,0.006,0.0288,0.0121,0.0278,0.0722,1,0.3152,0.3184,0.0561,51100,15000
Everest Univ.-Pompano Beach,Pompano Beach,FL,0.0,0.0,0.0,0,,,0.0,1270.0,0.1724,0.6591,0.0969,0.0047,0.0024,0.0016,0.0268,0.0008,0.0354,0.3937,1,0.8391,0.6970000000000001,0.7285,27300,19613
Fort Pierce Beauty Academy,Fort Pierce,FL,0.0,0.0,0.0,0,,,0.0,28.0,0.2143,0.3929,0.2143,0.0,0.0,0.0,0.1786,0.0,0.0,0.1429,1,0.8788,0.0,0.3571,12500,PrivacySuppressed
Full Sail Univ.,Winter Park,FL,0.0,0.0,0.0,0,,,0.0,17205.0,0.4398,0.2245,0.0518,0.0134,0.008,0.0035,0.1095,0.0349,0.1144,0.0,1,0.5972,0.6508,0.4913,35200,32500
George Stone Technical Center,Pensacola,FL,0.0,0.0,0.0,0,,,0.0,456.0,0.7193,0.2434,0.0,0.0154,0.0219,0.0,0.0,0.0,0.0,0.2061,1,0.4493,0.0,0.6193,21000,PrivacySuppressed
George T Baker Aviation Technical College,Miami,FL,0.0,0.0,0.0,0,,,0.0,649.0,0.0894,0.1263,0.7735,0.0046,0.0,0.0015,0.0046,0.0,0.0,0.5686,1,0.2567,0.0,0.4366,38600,PrivacySuppressed
Gulf Coast State College,Panama City,FL,0.0,0.0,0.0,0,,,0.0,4379.0,0.7125,0.1231,0.0555,0.0285,0.0082,0.0,0.0409,0.0021,0.0292,0.5396,1,0.4055,0.1591,0.4253,28800,7305
Key College,Dania Beach,FL,0.0,0.0,0.0,0,,,0.0,59.0,0.5593,0.3051,0.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7059,0.7353,0.6471,29000,PrivacySuppressed
Hillsborough Comm. College,Tampa,FL,0.0,0.0,0.0,0,,,0.0,24027.0,0.35100000000000003,0.1826,0.258,0.0259,0.0045,0.0019,0.0211,0.0326,0.1224,0.537,1,0.4422,0.5053,0.3755,32400,9750
Hobe Sound Bible College,Hobe Sound,FL,0.0,0.0,0.0,1,,,0.0,233.0,0.7167,0.0987,0.03,0.0,0.0,0.0,0.0,0.0172,0.1373,0.4678,1,0.64,0.23,0.575,PrivacySuppressed,PrivacySuppressed
Hollywood Institute of Beauty Careers,Hollywood,FL,0.0,0.0,0.0,0,,,0.0,79.0,0.1646,0.5823,0.2405,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,1,0.8933,1.0,0.6164,,7735
Cortiva Institute-Florida,Pinellas Park,FL,0.0,0.0,0.0,0,,,0.0,187.0,0.5882,0.1551,0.1444,0.0321,0.0107,0.0107,0.0374,0.0,0.0214,0.4171,1,0.782,0.9204,0.5723,28100,7917
Indian River State College,Fort Pierce,FL,0.0,0.0,0.0,0,,,0.0,14368.0,0.5561,0.1789,0.1819,0.0152,0.0028,0.002,0.019,0.0133,0.0308,0.6375,1,0.4024,0.1227,0.3718,27600,6750
Sanford-Brown College-Tampa,Tampa,FL,0.0,0.0,0.0,0,,,0.0,426.0,0.2277,0.1479,0.0704,0.0117,0.006999999999999999,0.0047,0.0164,0.0,0.5141,0.0822,1,0.6547,0.8232,0.5084,27900,27230
International Academy,South Daytona,FL,0.0,0.0,0.0,0,,,0.0,265.0,0.5396,0.3321,0.083,0.0075,0.0075,0.0,0.0038,0.0075,0.0189,0.5925,1,0.5642,0.5789,0.5798,18200,9500
AI Miami International Univ. of Art and Design,Miami,FL,0.0,0.0,0.0,0,,,0.0,2778.0,0.0324,0.0198,0.4773,0.0018,0.0,0.0,0.0018,0.0025,0.4644,0.2185,1,0.5507,0.6966,0.3262,29900,31000
ITT Technical Institute-Tampa,Tampa,FL,0.0,0.0,0.0,0,,,0.0,471.0,0.4268,0.2378,0.2633,0.0191,0.0021,0.0,0.0255,0.0,0.0255,0.1762,0,0.7192,0.7495,0.7732,38800,25827.5
Jacksonville Univ.,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,3164.0,0.5076,0.1533,0.0727,0.0152,0.0041,0.0022,0.0303,0.03,0.1846,0.3334,1,0.2989,0.5061,0.4289,46000,22000
Jones College-Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,490.0,0.1449,0.7898,0.0286,0.0,0.002,0.0,0.0184,0.002,0.0143,0.8265,1,0.8419,0.8909,0.8241,28100,36562
Keiser Univ.-Ft Lauderdale,Fort Lauderdale,FL,0.0,0.0,0.0,0,,,0.0,18018.0,0.39,0.2177,0.3127,0.0184,0.0017,0.0007,0.0381,0.0029,0.0178,0.259,1,0.6485,0.69,0.6309,29700,26063
Heritage Institute-Ft Myers,Fort Myers,FL,0.0,0.0,0.0,0,,,0.0,738.0,0.5068,0.1558,0.2913,0.0027,0.0041,0.0,0.0379,0.0,0.0014,0.0,1,0.7062,0.6465,0.4088,22400,13233
La Belle Beauty School,Hialeah,FL,0.0,0.0,0.0,0,,,0.0,251.0,0.0,0.012,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.8805,1,0.7298,0.7532,0.7655,13700,7535
Florida Gateway College,Lake City,FL,0.0,0.0,0.0,0,,,0.0,2170.0,0.7834,0.1332,0.0493,0.0106,0.0037,0.0,0.0088,0.0009,0.0101,0.6484,1,0.3546,0.0851,0.33399999999999996,28000,4500
Lake Technical College,Eustis,FL,0.0,0.0,0.0,0,,,0.0,669.0,0.6816,0.1555,0.136,0.0075,0.0075,0.0,0.012,0.0,0.0,0.2855,1,0.3136,0.0,0.4851,24200,PrivacySuppressed
Lake-Sumter State College,Leesburg,FL,0.0,0.0,0.0,0,,,0.0,3677.0,0.653,0.105,0.0862,0.0367,0.0065,0.003,0.0253,0.0065,0.0778,0.6761,1,0.319,0.0562,0.2633,28300,6796
Fort Myers Technical College,Fort Myers,FL,0.0,0.0,0.0,0,,,0.0,630.0,0.6016,0.1746,0.1905,0.019,0.0032,0.0,0.0111,0.0,0.0,0.0,1,0.275,0.0,0.5453,29100,PrivacySuppressed
Lively Technical Center,Tallahassee,FL,0.0,0.0,0.0,0,,,0.0,907.0,0.6009,0.3583,0.0243,0.0121,0.0,0.0,0.0044,0.0,0.0,0.3142,1,0.5946,0.0,0.3786,21600,PrivacySuppressed
Lindsey Hopkins Technical College,Miami,FL,0.0,0.0,0.0,0,,,0.0,716.0,0.0363,0.6327,0.3184,0.0,0.0042,0.0028,0.0056,0.0,0.0,0.3925,1,0.2819,0.0,0.6112,29800,PrivacySuppressed
Loraines Academy & Spa,Saint Petersburg,FL,0.0,0.0,0.0,0,,,0.0,186.0,0.4624,0.3656,0.0806,0.0323,0.0108,0.0054,0.0269,0.0054,0.0108,0.3011,1,0.4563,0.4434,0.6746,18800,6333
Luther Rice Univ. & Seminary,Lithonia,GA,0.0,0.0,0.0,1,,,0.0,490.0,0.5082,0.4449,0.0245,0.0184,0.0,0.0,0.0,0.002,0.002,0.8224,1,0.5832,0.5362,0.8748,39400,29500
State College of Florida-Manatee-Sarasota,Bradenton,FL,0.0,0.0,0.0,0,,,0.0,9228.0,0.6531,0.0947,0.1442,0.0231,0.0026,0.0004,0.021,0.0152,0.0456,0.5814,1,0.4484,0.2702,0.3693,29200,9372
Manatee Technical College,Bradenton,FL,0.0,0.0,0.0,0,,,0.0,928.0,0.6218,0.111,0.2231,0.0269,0.0151,0.0022,0.0,0.0,0.0,0.2457,1,0.4489,0.0,0.4201,24600,PrivacySuppressed
Manhattan Hairstyling Academy,Tampa,FL,0.0,0.0,0.0,1,,,0.0,160.0,0.5313,0.1875,0.275,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0,0.2825,0.2582,0.5551,16500,9500
Traviss Career Center,Lakeland,FL,0.0,0.0,0.0,0,,,0.0,1115.0,0.5704,0.1641,0.2341,0.009000000000000001,0.0,0.0054,0.017,0.0,0.0,0.0,1,0.4843,0.0,0.5448,28200,PrivacySuppressed
Merryfield School of Pet Grooming,Oakland Park,FL,0.0,0.0,0.0,0,,,0.0,181.0,0.4309,0.0718,0.4254,0.011000000000000001,0.0,0.0,0.0055,0.0,0.0552,0.4696,1,0.3235,0.4314,,,PrivacySuppressed
Trinity International Univ.-Florida,Davie,FL,0.0,0.0,0.0,1,,,0.0,230.0,0.1261,0.3261,0.5043,0.013000000000000001,0.0,0.0,0.0,0.0,0.0304,0.6,1,0.6283,0.8327,0.8217,38100,27000
Miami Lakes Educational Center and Technical College,Miami Lakes,FL,0.0,0.0,0.0,0,,,0.0,935.0,0.185,0.4706,0.3337,0.0032,0.0,0.0,0.0075,0.0,0.0,0.2171,1,0.2792,0.0,0.1891,31800,PrivacySuppressed
Miami Dade College,Miami,FL,0.0,0.0,0.0,0,,,0.0,61470.0,0.0599,0.1657,0.6805,0.0089,0.0007,0.0006,0.0035,0.0521,0.027999999999999997,0.5824,1,0.5399,0.0921,0.3503,30100,8500
Univ. of Miami,Coral Gables,FL,0.0,0.0,0.0,0,645.0,675.0,0.0,10828.0,0.4257,0.07400000000000001,0.2157,0.0573,0.0013,0.0015,0.0278,0.1445,0.0523,0.0491,1,0.1762,0.2944,0.0584,54500,21500
Orange Technical College-Mid Florida Campus,Orlando,FL,0.0,0.0,0.0,0,,,0.0,1418.0,0.4436,0.2264,0.2638,0.024,0.0042,0.0014,0.0353,0.0007,0.0007,0.2165,1,0.1533,0.0,0.4657,25500,PrivacySuppressed
Beauty Schools of America-Miami,Miami,FL,0.0,0.0,0.0,0,,,0.0,575.0,0.0209,0.0139,0.9287,0.0087,0.006999999999999999,0.0087,0.0,0.0,0.0122,0.0,1,0.3496,0.387,0.7385,14300,9500
Remington College-Tampa Campus,Tampa,FL,0.0,0.0,0.0,0,,,0.0,151.0,0.3642,0.3179,0.2583,0.0,0.0,0.0132,0.0464,0.0,0.0,0.0,1,0.6772,0.5344,0.5608,26200,9500
Everest Institute-North Miami,Miami,FL,0.0,0.0,0.0,1,,,0.0,196.0,0.0153,0.7041,0.2449,0.0051,0.0,0.0,0.0153,0.0,0.0153,0.2755,0,0.7617,0.5052,0.599,24700,19613
Academy of Palm Beach,Lake Worth,FL,0.0,0.0,0.0,0,,,0.0,66.0,0.3939,0.1667,0.3485,0.0152,0.0,0.0152,0.0,0.0,0.0606,0.4242,0,0.6273,0.4727,0.7959,16700,6586
Lincoln College of Technology-West Palm Beach,West Palm Beach,FL,0.0,0.0,0.0,0,,,0.0,713.0,0.3352,0.4151,0.1921,0.0112,0.0,0.0042,0.0238,0.0,0.0182,0.0729,1,0.6694,0.5827,0.4431,30300,9500
Paul Mitchell the School-Jacksonville,Jacksonville,FL,0.0,0.0,0.0,0,,,0.0,133.0,0.5188,0.3459,0.0902,0.0075,0.0,0.0,0.0301,0.0,0.0075,0.3383,1,0.5198,0.5947,0.3855,19900,13000
North Florida Comm. College,Madison,FL,0.0,0.0,0.0,0,,,0.0,866.0,0.6605,0.2517,0.0704,0.0058,0.0012,0.0012,0.0,0.0046,0.0046,0.597,1,0.5547,0.0,0.2994,26300,PrivacySuppressed
Univ. of North Florida,Jacksonville,FL,0.0,0.0,0.0,0,585.0,570.0,0.0,13884.0,0.6937,0.0957,0.0965,0.0427,0.0012,0.0006,0.0521,0.0148,0.0026,0.2933,1,0.3212,0.4,0.2453,41100,17402
Northwood Univ.-Florida,West Palm Beach,FL,0.0,0.0,0.0,1,450.0,475.0,0.0,669.0,0.1779,0.1091,0.145,0.0045,0.0045,0.0,0.012,0.2706,0.2765,0.0837,0,0.3431,0.585,0.1716,43200,22750
Nova Southeastern Univ.,Fort Lauderdale,FL,0.0,0.0,0.0,0,560.0,565.0,0.0,4582.0,0.3234,0.1814,0.3145,0.0792,0.0031,0.0004,0.0157,0.0519,0.0303,0.3101,1,0.4414,0.5785,0.3398,45200,25250
Northwest Florida State College,Niceville,FL,0.0,0.0,0.0,0,,,0.0,5119.0,0.7011,0.0924,0.0895,0.025,0.0043,0.0029,0.0506,0.0059,0.0283,0.546,1,0.3304,0.0836,0.4357,29600,4500
Everest Univ.-North Orlando,Orlando,FL,0.0,0.0,0.0,0,,,0.0,584.0,0.2277,0.4623,0.1901,0.0154,0.0017,0.0051,0.036000000000000004,0.0017,0.0599,0.2842,1,0.784,0.6592,0.7549,23900,19613
Orange Technical College-Orlando Campus,Orlando,FL,0.0,0.0,0.0,0,,,0.0,377.0,0.244,0.3581,0.2759,0.0292,0.0106,0.0027,0.0769,0.0,0.0027,0.4005,1,0.2761,0.0,0.4370000000000001,32400,PrivacySuppressed
Palm Beach Atlantic Univ.,West Palm Beach,FL,0.0,0.0,0.0,1,530.0,514.0,0.0,2585.0,0.6054,0.1346,0.1652,0.0135,0.0043,0.0031,0.0255,0.0375,0.0108,0.0627,1,0.3367,0.5452,0.1722,37100,24750
Palm Beach State College,Lake Worth,FL,0.0,0.0,0.0,0,,,0.0,25217.0,0.3682,0.2459,0.2752,0.0261,0.0017,0.0019,0.0202,0.0185,0.0423,0.7055,1,0.4549,0.1168,0.3264,31000,6500
Pasco-Hernando State College,New Port Richey,FL,0.0,0.0,0.0,0,,,0.0,9184.0,0.6859,0.0526,0.1828,0.0206,0.0039,0.0035,0.0278,0.0021,0.0209,0.5243,1,0.4454,0.1635,0.3274,28800,7699.5
Pensacola State College,Pensacola,FL,0.0,0.0,0.0,0,,,0.0,8304.0,0.6582,0.1726,0.0591,0.0275,0.0077,0.0045,0.0556,0.0031,0.0117,0.5749,1,0.3533,0.062,0.3825,27000,4000
Pinellas Technical College-Clearwater,Clearwater,FL,0.0,0.0,0.0,0,,,0.0,1233.0,0.6861,0.1565,0.1079,0.0276,0.0097,0.0032,0.0089,0.0,0.0,0.09,1,0.3153,0.0,0.6552,27000,PrivacySuppressed
Polk State College,Winter Haven,FL,0.0,0.0,0.0,0,,,0.0,8990.0,0.5437,0.179,0.1859,0.0238,0.0024,0.0007,0.0214,0.0089,0.0343,0.6418,1,0.4567,0.1481,0.3861,31100,9000
